THIGH_ANG SHIN_ANG THIGH_ACCEL VERT_ACCEL
0.2 -61.41 1.03 1.01
1.28 -60.09 0.99 0.99
3.47 -57.77 0.99 1.05
5.48 -54.82 1.0 0.96
7.73 -50.65 0.96 1.04
9.34 -46.91 0.99 1.0
12.01 -42.68 1.02 1.0
13.68 -37.47 0.96 1.03
16.31 -32.52 0.98 1.02
16.81 -27.61 1.04 1.04
18.57 -22.46 1.04 0.99
20.99 -18.44 1.04 1.02
21.81 -13.05 1.01 1.01
22.05 -8.25 1.01 1.02
23.84 -3.52 1.06 0.92
23.82 0.78 1.06 0.97
25.03 4.97 1.03 1.04
25.36 8.76 1.09 0.96
25.84 12.68 1.1 1.06
26.2 15.02 1.13 1.0
25.36 17.18 1.16 1.01
25.28 19.63 1.13 0.98
24.81 19.62 1.18 0.95
24.73 20.37 1.22 1.0
23.34 22.38 1.2 0.99
23.99 22.37 1.26 2.43
22.36 20.81 1.23 2.45
20.55 19.15 1.27 2.46
19.85 18.78 1.27 2.46
18.91 16.69 1.28 2.49
17.9 14.78 1.3 2.5
17.17 13.16 1.33 1.02
15.39 10.03 1.35 0.98
14.27 7.7 1.33 1.03
13.87 4.89 1.38 0.98
13.05 2.85 1.37 0.99
11.51 0.02 1.4 0.99
10.58 -0.73 1.41 1.0
10.67 -3.15 1.38 0.99
9.81 -5.93 1.41 1.03
9.84 -6.41 1.44 1.04
8.98 -7.62 1.41 1.02
7.74 -9.37 1.44 1.0
7.04 -9.12 1.43 0.99
6.73 -10.72 1.44 1.05
6.42 -10.65 1.45 1.0
6.08 -10.67 1.43 0.96
6.42 -10.52 1.45 1.03
5.56 -9.8 1.49 1.01
4.54 -8.86 1.45 1.01
4.2 -8.39 1.44 1.02
3.76 -7.99 1.41 1.01
2.62 -6.91 1.44 1.02
1.79 -5.0 1.4 0.99
1.94 -4.82 1.39 1.01
1.45 -4.28 1.37 0.99
1.58 -3.09 1.37 0.97
-1.59 -2.73 1.37 1.04
-1.75 -2.64 1.38 0.98
-2.38 -3.15 1.38 0.94
-2.49 -4.32 1.34 0.96
-3.61 -4.59 1.33 1.02
-5.68 -5.98 1.37 1.01
-6.24 -7.99 1.25 0.99
-7.54 -9.94 1.3 1.06
-8.07 -12.0 1.29 1.04
-9.81 -14.5 1.28 0.99
-10.72 -17.89 1.21 0.99
-12.83 -20.54 1.21 1.02
-12.7 -25.63 1.2 0.99
-13.75 -28.58 1.23 1.0
-13.94 -33.39 1.17 1.02
-13.46 -36.8 1.15 1.07
-14.6 -40.91 1.13 0.96
-14.29 -45.07 1.15 0.97
-14.96 -48.62 1.14 0.99
-14.28 -52.08 1.09 0.98
-14.35 -54.94 1.14 0.98
-13.7 -59.12 1.09 0.94
-13.01 -62.22 1.08 0.97
-11.11 -63.94 1.1 1.06
-10.63 -65.33 1.07 1.02
-9.65 -66.48 1.03 0.97
-7.12 -68.05 1.0 1.02
-5.52 -67.98 1.01 1.03
-4.07 -67.57 1.03 1.03
-2.77 -66.9 1.03 0.98
-0.54 -65.33 1.02 1.0
2.16 -62.54 1.01 1.0
3.1 -60.45 1.02 1.03
6.48 -57.48 1.0 1.02
7.51 -53.86 0.98 1.02
9.66 -50.03 1.02 1.06
10.95 -46.92 1.01 0.98
12.92 -43.47 1.01 0.96
14.62 -38.74 1.03 1.0
16.05 -34.49 1.0 1.01
17.75 -29.94 1.04 1.0
18.86 -25.44 1.03 1.02
20.42 -21.15 1.02 1.03
21.21 -16.67 1.05 1.06
22.92 -11.57 1.06 0.96
23.7 -8.48 1.09 1.03
24.19 -3.53 1.06 1.0
25.32 0.55 1.09 1.0
25.05 4.01 1.1 0.96
26.7 6.91 1.11 1.02
26.02 10.36 1.15 0.99
26.49 13.2 1.17 1.02
26.55 14.85 1.13 0.98
25.14 17.84 1.14 1.02
25.88 18.73 1.16 1.01
25.78 19.87 1.15 1.0
25.05 21.12 1.17 1.01
25.02 21.35 1.24 0.98
24.26 22.26 1.23 1.04
23.1 21.93 1.22 1.87
22.08 21.38 1.21 1.84
22.01 20.58 1.26 1.89
21.04 18.8 1.23 1.84
20.53 17.73 1.31 1.83
19.04 16.84 1.28 1.87
18.15 14.91 1.26 1.89
16.86 13.39 1.3 0.98
16.37 10.87 1.3 1.0
16.06 9.85 1.34 1.0
14.46 7.18 1.36 1.02
14.32 4.96 1.34 0.99
13.47 3.12 1.37 1.03
11.51 1.82 1.38 1.02
11.71 -1.08 1.4 0.94
11.23 -2.67 1.39 0.97
9.82 -4.77 1.43 0.95
9.41 -5.86 1.41 1.01
9.18 -7.21 1.45 1.02
8.55 -7.73 1.44 0.99
7.8 -8.91 1.43 0.97
7.28 -9.64 1.43 0.98
7.37 -11.32 1.45 1.02
7.74 -10.28 1.44 1.01
7.32 -10.34 1.41 1.02
5.74 -10.37 1.48 0.96
5.45 -10.21 1.43 0.98
4.9 -10.03 1.45 1.0
4.7 -9.39 1.39 0.99
4.2 -9.23 1.42 0.97
4.3 -7.6 1.41 1.08
3.71 -6.97 1.42 1.04
3.74 -5.93 1.48 1.03
2.69 -6.55 1.44 0.97
2.26 -4.63 1.39 1.01
1.84 -4.05 1.38 0.99
1.25 -4.4 1.4 1.03
0.82 -3.72 1.37 1.03
-0.4 -3.55 1.38 0.99
-1.41 -3.02 1.39 1.01
-1.33 -4.17 1.34 0.96
-3.36 -3.33 1.37 1.0
-3.49 -3.98 1.33 1.0
-4.84 -5.72 1.32 0.98
-6.1 -5.97 1.32 1.02
-6.08 -8.34 1.33 1.01
-7.95 -9.33 1.29 1.03
-8.36 -11.11 1.27 1.04
-9.49 -14.18 1.26 1.01
-10.11 -15.63 1.26 1.04
-10.92 -17.87 1.26 0.98
-11.75 -21.21 1.19 0.96
-11.99 -24.73 1.23 1.02
-13.53 -28.74 1.2 1.01
-13.6 -31.88 1.2 1.02
-13.97 -34.55 1.16 1.07
-13.63 -38.23 1.15 0.97
-14.52 -42.33 1.17 1.02
-15.02 -44.09 1.13 0.99
-13.84 -47.34 1.13 1.0
-14.31 -50.87 1.09 1.03
-14.09 -54.21 1.12 0.99
-13.12 -56.37 1.11 0.99
-12.68 -58.75 1.11 0.95
-12.34 -61.57 1.07 0.99
-11.23 -63.87 1.06 1.06
-10.83 -64.93 1.09 1.02
-9.09 -65.46 1.02 1.01
-8.87 -67.13 0.97 0.99
-7.12 -67.27 1.0 1.0
-5.52 -66.93 1.0 1.01
-4.41 -66.27 1.03 0.97
-2.93 -65.87 1.03 0.93
0.09 -64.46 1.0 0.99
0.63 -62.66 1.02 0.98
3.73 -60.69 1.02 0.98
3.88 -58.42 1.02 0.93
6.05 -55.97 0.97 0.97
8.21 -52.68 1.02 1.02
10.8 -48.56 1.02 0.95
11.85 -44.77 1.03 0.97
13.62 -39.29 1.01 0.99
15.33 -34.16 1.04 0.97
17.95 -29.47 0.99 1.02
19.31 -24.67 1.05 0.97
20.99 -18.84 1.03 1.04
21.96 -14.66 1.03 0.97
23.07 -9.64 1.07 1.02
23.94 -4.74 1.06 1.0
25.9 0.12 1.09 1.01
25.2 4.05 1.09 1.02
26.54 7.45 1.12 0.99
25.44 11.71 1.14 0.97
26.16 14.47 1.11 1.0
25.86 16.36 1.13 0.97
26.81 18.97 1.15 0.97
25.57 20.28 1.19 1.0
25.28 21.09 1.19 0.97
24.55 21.74 1.21 1.04
24.04 22.64 1.23 1.03
22.37 21.87 1.25 2.37
22.6 20.06 1.26 2.35
20.83 19.7 1.29 2.37
20.32 18.38 1.28 2.36
18.74 16.65 1.27 2.41
17.71 14.8 1.29 2.3
17.15 12.05 1.35 0.95
15.31 9.8 1.34 0.95
14.65 7.68 1.37 0.96
13.73 4.53 1.37 1.02
12.77 2.35 1.35 0.99
12.24 0.44 1.37 1.03
11.94 -2.46 1.46 1.01
10.5 -4.56 1.42 1.03
9.24 -6.17 1.42 1.04
9.5 -7.68 1.4 1.02
8.66 -7.85 1.44 1.03
7.97 -9.77 1.43 1.03
7.56 -9.89 1.43 1.06
7.48 -11.55 1.41 0.97
6.38 -11.06 1.43 1.03
6.01 -10.81 1.46 1.01
6.04 -10.21 1.41 0.98
4.65 -10.81 1.43 1.03
4.82 -9.94 1.36 1.03
4.23 -8.21 1.44 1.0
3.63 -7.96 1.46 1.0
3.43 -6.64 1.44 0.98
2.31 -6.62 1.39 1.02
2.38 -5.02 1.41 1.02
1.01 -4.08 1.4 0.98
0.19 -3.57 1.4 1.02
-0.28 -3.52 1.37 1.02
-1.29 -3.42 1.38 1.0
-2.12 -3.22 1.34 0.99
-2.98 -4.29 1.34 0.97
-4.56 -4.92 1.3 0.97
-4.56 -5.77 1.33 1.02
-5.41 -7.69 1.31 0.99
-6.59 -8.85 1.27 1.02
-7.97 -11.9 1.3 0.94
-9.12 -14.42 1.25 0.95
-10.07 -18.26 1.25 1.01
-11.1 -20.18 1.23 1.04
-12.2 -23.68 1.24 0.99
-12.06 -28.21 1.21 0.98
-13.33 -31.91 1.21 0.97
-13.14 -35.31 1.19 1.05
-14.61 -39.85 1.19 1.01
-15.13 -43.5 1.12 1.01
-14.77 -47.42 1.17 1.02
-14.3 -50.96 1.08 1.02
-14.74 -56.06 1.11 0.99
-13.72 -58.52 1.09 1.02
-13.06 -61.63 1.1 1.01
-12.57 -63.46 1.06 0.99
-11.44 -66.41 1.05 1.02
-11.4 -67.54 1.05 1.02
-8.54 -69.57 1.03 0.98
-7.69 -69.04 1.0 0.98
-6.18 -70.57 1.03 0.99
-4.33 -69.3 1.02 0.97
-2.31 -68.68 1.05 0.97
-0.07 -66.8 1.0 0.98
2.18 -64.48 0.98 1.04
4.05 -61.2 0.98 0.99
6.85 -58.26 1.02 0.95
7.78 -54.39 1.02 1.01
10.91 -51.58 1.0 0.93
12.35 -47.47 1.01 1.01
13.9 -42.44 1.03 1.0
15.02 -38.56 1.02 1.04
16.08 -33.14 1.01 1.01
19.4 -28.82 1.04 1.0
20.04 -23.34 1.0 0.96
21.66 -18.98 1.08 1.0
22.97 -13.88 1.04 1.04
23.8 -9.34 1.05 0.94
24.61 -4.92 1.05 1.03
26.12 -0.51 1.11 1.02
25.82 3.72 1.07 1.0
27.41 6.59 1.12 0.99
27.33 10.85 1.1 0.98
26.86 13.7 1.12 0.95
27.7 15.96 1.13 1.02
26.57 18.26 1.13 1.03
26.6 19.57 1.17 1.0
25.67 21.66 1.14 0.99
26.18 22.2 1.18 0.98
25.49 21.93 1.24 1.03
24.75 21.55 1.18 0.98
22.12 21.93 1.26 2.25
22.36 21.79 1.26 2.27
21.08 20.56 1.25 2.24
21.39 18.96 1.28 2.2
19.32 17.28 1.3 2.25
17.97 15.25 1.3 2.21
17.49 13.97 1.32 2.26
16.29 11.15 1.34 1.0
15.89 9.53 1.32 1.01
14.95 7.18 1.36 1.04
13.83 4.63 1.36 0.97
13.17 2.44 1.39 0.97
12.17 1.13 1.4 1.0
10.57 -1.96 1.41 0.96
10.51 -3.52 1.38 0.99
9.4 -4.8 1.38 1.0
8.89 -6.99 1.42 0.98
9.45 -8.08 1.45 1.03
8.56 -9.32 1.44 1.04
7.68 -9.39 1.43 1.04
7.53 -11.16 1.44 0.96
6.94 -10.96 1.47 0.99
7.09 -10.68 1.46 1.03
6.43 -10.93 1.44 0.96
5.13 -10.99 1.44 0.97
5.67 -10.78 1.44 1.03
5.64 -9.84 1.45 0.99
4.46 -9.05 1.38 1.03
4.12 -8.2 1.43 0.99
3.51 -7.42 1.43 1.0
3.54 -5.61 1.4 0.96
2.51 -5.99 1.43 0.98
2.57 -4.43 1.4 0.98
1.53 -4.7 1.42 1.0
0.6 -3.14 1.38 0.99
0.19 -2.99 1.38 1.01
-1.37 -3.23 1.37 0.93
-2.19 -2.66 1.4 0.97
-2.8 -3.72 1.34 1.05
-3.34 -4.63 1.31 1.03
-4.12 -5.34 1.34 0.99
-5.69 -7.01 1.32 0.98
-6.11 -7.92 1.33 0.97
-7.5 -10.17 1.27 1.01
-8.99 -11.32 1.29 0.97
-9.06 -14.16 1.28 1.04
-10.1 -17.05 1.24 1.03
-11.71 -19.49 1.23 1.02
-12.4 -22.93 1.2 1.01
-12.42 -26.14 1.2 1.0
-13.56 -30.54 1.2 1.01
-13.08 -32.98 1.14 1.05
-14.56 -36.45 1.17 1.03
-14.24 -40.32 1.17 0.98
-15.39 -43.77 1.1 0.98
-14.48 -47.92 1.11 1.03
-13.95 -51.27 1.1 1.01
-15.04 -53.92 1.08 0.98
-13.41 -56.61 1.08 1.03
-13.5 -59.93 1.05 0.98
-11.9 -61.95 1.05 0.98
-11.02 -64.31 1.05 1.01
-9.68 -65.21 1.01 0.99
-8.66 -65.76 1.07 1.0
-8.11 -67.9 1.03 0.99
-6.56 -67.51 0.99 1.01
-5.12 -67.88 1.01 0.97
-2.52 -65.83 1.01 0.95
-2.55 -64.57 0.99 0.97
0.32 -63.26 0.97 1.0
2.28 -61.31 0.99 0.98
4.22 -58.64 1.0 0.98
6.4 -55.77 1.04 1.03
7.4 -52.12 1.02 1.0
10.57 -48.12 1.0 0.92
12.14 -43.78 1.0 0.98
13.15 -39.43 1.04 1.03
15.04 -34.53 1.01 1.04
17.43 -30.32 1.04 0.96
18.32 -26.01 1.02 0.94
20.37 -19.61 1.02 1.06
21.63 -14.91 1.05 1.01
22.5 -9.96 1.03 1.07
24.07 -5.89 1.1 0.99
24.52 -0.73 1.05 1.01
25.9 2.93 1.07 1.03
26.22 6.14 1.11 0.98
26.45 10.29 1.15 0.99
25.75 13.96 1.11 0.95
26.64 15.83 1.15 0.97
26.26 17.8 1.17 1.06
24.85 19.87 1.15 0.95
25.5 21.04 1.15 1.0
24.65 21.49 1.22 1.01
23.69 21.96 1.22 0.98
22.91 21.71 1.21 2.07
21.89 21.12 1.23 2.08
20.97 19.7 1.24 2.03
20.0 18.89 1.24 2.05
18.43 16.55 1.28 2.08
18.72 15.33 1.3 2.06
17.69 12.54 1.35 0.98
16.12 10.1 1.29 1.01
14.9 8.39 1.33 1.02
13.76 4.52 1.36 1.03
13.23 2.87 1.35 0.98
12.41 0.63 1.41 0.95
11.36 -0.74 1.37 0.94
10.98 -3.13 1.41 1.03
10.67 -5.23 1.38 0.99
9.86 -6.94 1.39 0.96
8.54 -8.19 1.44 1.01
8.08 -9.66 1.41 0.97
7.94 -10.53 1.45 1.0
6.47 -10.77 1.46 0.99
7.19 -11.48 1.44 0.99
6.88 -10.66 1.47 1.03
5.63 -11.02 1.43 1.01
5.25 -10.26 1.48 1.06
5.41 -9.23 1.42 1.0
5.05 -9.64 1.44 1.0
4.59 -7.87 1.45 0.99
3.28 -7.7 1.42 0.99
2.67 -5.97 1.4 1.02
2.71 -5.46 1.42 1.03
1.35 -5.48 1.41 1.04
0.97 -4.5 1.39 0.94
0.21 -3.12 1.39 1.0
-1.11 -3.69 1.37 1.03
0.01 -3.18 1.37 0.98
-2.35 -3.82 1.36 0.96
-3.43 -4.54 1.34 0.94
-4.68 -5.89 1.33 1.03
-4.65 -6.88 1.28 1.0
-6.31 -8.09 1.29 1.0
-7.73 -9.84 1.28 1.02
-8.73 -11.45 1.28 1.02
-9.75 -15.48 1.28 0.97
-10.02 -17.32 1.27 0.95
-11.46 -21.93 1.26 1.02
-12.61 -24.47 1.2 1.0
-13.13 -28.83 1.22 1.03
-14.2 -31.68 1.14 1.0
-13.32 -35.0 1.18 0.99
-15.47 -39.55 1.14 1.03
-14.79 -43.26 1.15 1.03
-13.97 -47.55 1.12 0.98
-15.08 -51.58 1.13 1.01
-15.14 -54.8 1.07 0.95
-13.94 -58.03 1.12 1.0
-13.06 -60.97 1.06 1.0
-12.75 -64.04 1.05 1.0
-11.17 -65.93 1.09 0.99
-10.01 -66.51 1.05 0.98
-8.37 -67.93 1.05 1.02
-6.44 -69.08 0.99 0.99
-5.36 -68.09 1.0 1.01
-4.86 -68.66 1.01 1.02
-1.3 -67.45 1.02 0.96
-0.16 -66.04 0.99 1.01
2.29 -63.43 1.0 0.99
3.49 -59.66 1.02 1.02
5.71 -57.27 1.02 1.0
8.3 -54.28 0.99 0.99
9.76 -49.62 0.99 1.04
11.61 -46.41 1.03 0.98
13.39 -41.3 1.0 1.02
15.73 -36.74 1.02 1.0
17.49 -31.32 0.98 0.94
18.96 -27.21 1.03 1.0
19.63 -21.23 1.05 0.92
21.26 -18.35 1.04 0.98
22.72 -12.73 1.02 0.95
23.8 -8.63 1.06 1.01
25.0 -4.24 1.07 1.02
25.4 1.0 1.1 0.96
25.63 4.65 1.1 0.97
25.67 8.0 1.09 1.02
25.92 11.3 1.11 1.02
26.26 14.18 1.11 1.03
26.46 17.24 1.12 0.97
27.01 18.4 1.14 0.96
26.21 19.83 1.18 1.03
25.5 20.94 1.2 0.99
24.18 21.58 1.2 0.98
24.14 22.44 1.22 0.95
24.02 21.35 1.23 2.49
22.84 21.74 1.27 2.45
21.35 20.21 1.25 2.49
21.17 19.12 1.27 2.57
19.73 17.6 1.27 2.47
18.79 15.83 1.33 2.53
18.31 13.99 1.3 2.47
16.87 12.35 1.32 0.99
16.03 10.21 1.34 1.03
14.83 7.48 1.34 0.94
14.57 5.64 1.33 1.04
12.91 2.85 1.35 1.04
11.87 0.38 1.41 1.04
11.19 -1.24 1.37 1.0
11.43 -2.97 1.41 1.0
10.1 -4.73 1.36 0.97
10.5 -7.22 1.37 1.02
8.33 -7.92 1.41 0.97
7.96 -8.82 1.4 0.98
7.59 -10.0 1.42 1.06
6.95 -10.56 1.46 1.09
6.38 -11.52 1.42 1.02
6.61 -11.31 1.45 0.96
6.55 -10.36 1.46 0.95
5.09 -10.36 1.43 0.98
5.8 -9.59 1.49 0.95
4.13 -9.88 1.43 0.98
4.26 -8.89 1.48 0.99
3.14 -7.58 1.46 0.98
3.68 -7.05 1.43 1.0
3.24 -6.94 1.43 0.98
2.91 -6.07 1.41 1.02
2.2 -5.13 1.42 1.03
1.1 -3.98 1.4 0.96
0.3 -3.48 1.43 1.02
-0.49 -3.7 1.4 0.98
-1.57 -3.85 1.35 1.0
-1.25 -3.57 1.39 0.99
-3.23 -4.66 1.34 1.05
-3.39 -5.19 1.38 0.99
-5.15 -6.48 1.33 1.02
-5.77 -7.59 1.29 0.96
-7.22 -8.6 1.32 0.95
-8.51 -10.84 1.26 1.03
-9.06 -13.02 1.26 1.05
-9.5 -15.6 1.26 1.02
-10.4 -18.23 1.27 1.03
-11.62 -21.46 1.23 0.99
-12.65 -25.04 1.17 1.0
-12.4 -28.95 1.19 1.0
-13.62 -32.77 1.19 1.06
-13.98 -35.61 1.16 0.97
-14.56 -39.21 1.14 1.02
-14.38 -43.17 1.18 1.08
-14.71 -47.31 1.15 1.0
-14.56 -49.33 1.11 0.99
-14.0 -52.89 1.11 1.03
-13.64 -56.4 1.06 1.02
-13.38 -59.74 1.09 1.01
-12.52 -60.86 1.02 1.02
-12.54 -63.33 1.09 1.07
-10.76 -64.74 1.06 1.0
-9.13 -66.99 1.05 0.99
-8.59 -67.33 1.02 1.07
-8.12 -67.61 0.97 1.01
-4.05 -67.49 1.02 1.02
-3.6 -67.35 1.02 1.01
-2.01 -65.12 0.95 0.95
-0.01 -63.94 1.04 1.0
2.98 -61.69 0.99 1.05
4.18 -59.41 1.0 0.98
5.73 -55.79 1.03 1.0
8.23 -52.46 1.0 1.06
9.82 -48.93 1.0 1.01
12.05 -45.54 1.01 1.01
12.81 -41.59 1.01 1.0
14.13 -37.11 1.04 0.96
17.0 -32.57 1.02 0.97
17.62 -28.15 0.98 0.94
19.23 -22.88 1.03 0.98
20.95 -19.49 1.05 0.98
21.93 -14.31 1.08 1.03
22.26 -10.36 1.02 0.95
23.94 -5.92 1.03 1.01
24.02 -1.8 1.06 0.99
24.98 2.45 1.04 0.99
25.87 5.35 1.09 0.99
25.88 9.38 1.1 1.02
25.68 11.81 1.1 0.96
25.87 15.4 1.11 0.99
26.13 17.28 1.16 0.96
26.22 19.01 1.17 1.02
26.44 19.96 1.15 1.0
25.95 20.1 1.16 0.97
24.98 21.06 1.17 1.0
24.17 21.71 1.23 0.96
22.27 21.91 1.22 2.47
22.56 20.85 1.26 2.45
21.36 20.6 1.27 2.43
20.68 19.34 1.24 2.44
19.82 18.14 1.29 2.44
18.78 16.64 1.28 2.44
17.46 13.38 1.32 2.43
15.84 12.65 1.31 1.0
15.97 10.46 1.3 1.01
14.94 8.45 1.3 1.04
14.35 6.13 1.34 1.02
14.06 4.14 1.41 1.0
12.55 2.44 1.39 1.0
11.77 -0.53 1.35 0.95
11.59 -1.87 1.39 1.0
10.51 -3.79 1.4 1.03
9.03 -5.63 1.4 0.98
8.95 -7.22 1.39 0.95
8.78 -8.04 1.4 1.0
8.14 -9.11 1.4 1.06
7.74 -10.46 1.45 0.97
6.92 -10.63 1.46 0.97
5.68 -10.42 1.42 0.98
6.28 -11.91 1.41 1.01
5.97 -11.14 1.46 1.01
5.64 -10.55 1.46 1.0
5.04 -10.34 1.44 0.96
4.55 -9.71 1.44 0.99
4.44 -9.49 1.44 1.02
3.95 -8.39 1.41 1.05
3.66 -7.43 1.4 0.95
2.87 -6.06 1.42 1.0
1.87 -6.41 1.42 0.98
2.05 -4.44 1.4 0.99
1.42 -4.55 1.4 0.98
1.37 -4.03 1.36 1.01
-0.42 -3.78 1.42 1.02
-0.4 -3.89 1.4 1.03
-2.2 -3.91 1.36 0.98
-1.47 -3.94 1.36 1.0
-2.93 -4.04 1.31 0.99
-4.25 -4.83 1.31 1.08
-5.55 -6.35 1.32 0.97
-6.36 -7.26 1.33 0.99
-6.92 -9.37 1.32 0.99
-7.4 -11.47 1.27 1.04
-9.49 -13.87 1.25 0.98
-9.62 -15.82 1.24 0.98
-10.19 -18.69 1.22 0.97
-11.78 -22.46 1.21 0.98
-12.54 -25.01 1.21 1.02
-13.68 -28.28 1.23 0.99
-12.97 -31.91 1.16 1.02
-14.2 -34.9 1.16 0.99
-14.31 -38.9 1.18 1.07
-14.14 -41.86 1.15 0.97
-15.26 -45.27 1.12 0.98
-14.35 -48.61 1.11 0.99
-15.0 -51.97 1.14 1.06
-14.06 -55.46 1.07 1.01
-13.56 -57.11 1.07 1.0
-12.74 -59.88 1.01 0.98
-12.04 -62.23 1.05 0.96
-10.07 -64.02 1.09 1.02
-9.52 -65.91 1.08 0.97
-9.31 -67.51 1.02 0.91
-7.6 -66.75 1.01 0.99
-6.61 -67.61 1.05 0.98
-4.72 -67.11 1.02 0.97
-3.8 -66.96 1.03 0.95
-0.96 -64.43 1.01 0.92
0.87 -63.56 0.99 1.02
2.13 -61.19 1.01 1.03
4.02 -59.75 0.99 1.02
